sample_id,kmer_AAT,kmer_CCT,kmer_TCC,kmer_CAT,kmer_GGC,kmer_ACT,kmer_GCG,kmer_ATG,kmer_GTT,kmer_CTT,kmer_GCA,kmer_GGA,gc_content,kmer_CAG,kmer_GAA,kmer_GAT,kmer_GGG,kmer_CGA,kmer_ATA,kmer_TAC,kmer_TGT,kmer_GTC,kmer_ATC,kmer_CGT,kmer_GTA,kmer_CTG,kmer_ACG,kmer_GGT,kmer_GCT,kmer_TAT,kmer_AGA,kmer_AAA,kmer_CGG,kmer_AGC,kmer_TGA,kmer_CTC,kmer_CCA,kmer_GAG,kmer_CCG,kmer_TAG,total_mutations,kmer_ACC,kmer_GTG,kmer_AGG,kmer_GCC,kmer_GAC,kmer_TTC,kmer_AGT,kmer_TAA,kmer_TTA,kmer_TGG,kmer_TCA,kmer_CAC,kmer_TTT,kmer_CGC,length_diff,kmer_AAG,kmer_TCT,mutation_density,kmer_AAC,kmer_ATT,kmer_CCC,kmer_TGC,kmer_TCG,genome_length,kmer_CAA,kmer_TTG,kmer_CTA,kmer_ACA
PV752093.1,0.02225219,0.008091706,0.010114633,0.021577884,0.010788942,0.014834794,0.0020229265,0.028320972,0.014160486,0.01146325,0.01685772,0.04045853,0.44579124,0.02360081,0.037761293,0.014834794,0.01685772,0.005394471,0.013486177,0.007417397,0.019554956,0.01146325,0.014160486,0.004045853,0.008766015,0.014160486,0.005394471,0.009440323,0.0128118675,0.012137559,0.028320972,0.039784223,0.005394471,0.014834794,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.015509103,,0.009440323,0.0128118675,0.027646663,0.008091706,0.01685772,0.01146325,0.014160486,0.007417397,0.010788942,0.027646663,0.02225219,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.014834794,0.007417397,0.01146325,0.005394471,10723.0,0.026972353,0.01820634,0.009440323,0.041132838
PV752092.1,0.02225219,0.008091706,0.010114633,0.021577884,0.01146325,0.014160486,0.0026972354,0.027646663,0.014160486,0.01146325,0.016183412,0.04045853,0.44713804,0.0229265,0.037761293,0.014834794,0.01685772,0.005394471,0.013486177,0.007417397,0.019554956,0.01146325,0.013486177,0.004045853,0.009440323,0.014160486,0.005394471,0.009440323,0.013486177,0.01146325,0.028320972,0.03910991,0.0060687796,0.014160486,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.016183412,,0.009440323,0.012137559,0.028320972,0.008091706,0.01685772,0.01146325,0.014160486,0.007417397,0.010114633,0.026972353,0.021577884,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.015509103,0.007417397,0.012137559,0.005394471,10723.0,0.026972353,0.019554956,0.009440323,0.04180715
PV752091.1,0.02225219,0.008091706,0.010114633,0.021577884,0.010114633,0.014160486,0.0026972354,0.027646663,0.014160486,0.01146325,0.016183412,0.04045853,0.44713804,0.02360081,0.037761293,0.014834794,0.01685772,0.005394471,0.013486177,0.0067430884,0.019554956,0.01146325,0.014160486,0.004045853,0.009440323,0.014160486,0.005394471,0.010114633,0.013486177,0.01146325,0.028320972,0.039784223,0.0060687796,0.014834794,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.015509103,,0.009440323,0.0128118675,0.027646663,0.008091706,0.01685772,0.01146325,0.014160486,0.008091706,0.009440323,0.026972353,0.02225219,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.014834794,0.007417397,0.0128118675,0.005394471,10723.0,0.026298044,0.019554956,0.009440323,0.041132838
PV752090.1,0.0229265,0.008091706,0.010114633,0.021577884,0.01146325,0.014160486,0.0026972354,0.028320972,0.014160486,0.01146325,0.016183412,0.04045853,0.44579124,0.02225219,0.037761293,0.015509103,0.01685772,0.005394471,0.014160486,0.007417397,0.019554956,0.01146325,0.013486177,0.004045853,0.009440323,0.014160486,0.0047201617,0.009440323,0.013486177,0.01146325,0.028320972,0.03910991,0.005394471,0.014160486,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.01685772,,0.009440323,0.012137559,0.028320972,0.008091706,0.016183412,0.01146325,0.014160486,0.007417397,0.010114633,0.027646663,0.021577884,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.02225219,0.015509103,0.007417397,0.012137559,0.005394471,10723.0,0.026972353,0.019554956,0.009440323,0.041132838
PV752089.1,0.0229265,0.008091706,0.010114633,0.021577884,0.010788942,0.014160486,0.0026972354,0.027646663,0.014160486,0.01146325,0.01685772,0.04045853,0.44713804,0.02360081,0.037761293,0.014160486,0.01685772,0.0047201617,0.013486177,0.0067430884,0.019554956,0.01146325,0.014160486,0.004045853,0.008766015,0.014160486,0.0047201617,0.009440323,0.013486177,0.01146325,0.028320972,0.039784223,0.0060687796,0.014834794,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.015509103,,0.009440323,0.0128118675,0.027646663,0.008091706,0.01685772,0.01146325,0.014160486,0.007417397,0.009440323,0.026972353,0.02225219,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.014834794,0.007417397,0.0128118675,0.005394471,10723.0,0.027646663,0.019554956,0.009440323,0.04180715
PV752088.1,0.02225219,0.008091706,0.010114633,0.021577884,0.010788942,0.014834794,0.0026972354,0.026972353,0.014160486,0.01146325,0.01685772,0.039784223,0.44781145,0.02360081,0.037761293,0.014160486,0.01753203,0.005394471,0.013486177,0.007417397,0.019554956,0.01146325,0.014160486,0.004045853,0.008766015,0.014160486,0.005394471,0.010114633,0.0128118675,0.01146325,0.028320972,0.039784223,0.0060687796,0.014834794,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.015509103,,0.009440323,0.013486177,0.027646663,0.008091706,0.01685772,0.01146325,0.014160486,0.007417397,0.010114633,0.026972353,0.02225219,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.014834794,0.007417397,0.012137559,0.005394471,10723.0,0.026972353,0.018880647,0.009440323,0.041132838
PV752087.1,0.02225219,0.008091706,0.010114633,0.02225219,0.01146325,0.014160486,0.0026972354,0.027646663,0.014160486,0.01146325,0.016183412,0.04045853,0.44646466,0.02225219,0.037761293,0.014834794,0.01685772,0.005394471,0.014160486,0.007417397,0.019554956,0.01146325,0.013486177,0.004045853,0.009440323,0.014160486,0.005394471,0.009440323,0.013486177,0.01146325,0.028320972,0.03910991,0.0060687796,0.014160486,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.01685772,,0.009440323,0.012137559,0.028320972,0.008091706,0.01685772,0.01146325,0.014160486,0.007417397,0.010114633,0.026972353,0.021577884,0.0229265,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.015509103,0.007417397,0.012137559,0.005394471,10723.0,0.026972353,0.019554956,0.009440323,0.041132838
PV752086.1,0.02225219,0.008091706,0.010114633,0.021577884,0.010788942,0.014160486,0.0026972354,0.027646663,0.014160486,0.01146325,0.01685772,0.04045853,0.44781145,0.02360081,0.037761293,0.014834794,0.01685772,0.005394471,0.013486177,0.0067430884,0.019554956,0.01146325,0.014160486,0.004045853,0.008766015,0.014160486,0.005394471,0.009440323,0.013486177,0.01146325,0.028320972,0.039784223,0.0060687796,0.014834794,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.015509103,,0.009440323,0.0128118675,0.027646663,0.008091706,0.01685772,0.01146325,0.014160486,0.007417397,0.009440323,0.026972353,0.02225219,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.014834794,0.007417397,0.0128118675,0.005394471,10723.0,0.026972353,0.019554956,0.009440323,0.041132838
PV752085.1,0.02225219,0.008091706,0.010114633,0.021577884,0.010788942,0.014160486,0.0026972354,0.027646663,0.014160486,0.01146325,0.01685772,0.04045853,0.44781145,0.02360081,0.037761293,0.014834794,0.01685772,0.005394471,0.013486177,0.0067430884,0.019554956,0.01146325,0.014160486,0.004045853,0.008766015,0.014160486,0.005394471,0.009440323,0.013486177,0.01146325,0.028320972,0.039784223,0.0060687796,0.014834794,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.015509103,,0.009440323,0.0128118675,0.027646663,0.008091706,0.01685772,0.01146325,0.014160486,0.007417397,0.009440323,0.026972353,0.02225219,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.014834794,0.007417397,0.0128118675,0.005394471,10723.0,0.026972353,0.019554956,0.009440323,0.041132838
PV752084.1,0.02225219,0.008091706,0.010114633,0.021577884,0.01146325,0.014160486,0.0026972354,0.027646663,0.014160486,0.01146325,0.016183412,0.04045853,0.44713804,0.0229265,0.037761293,0.014834794,0.01685772,0.005394471,0.013486177,0.007417397,0.019554956,0.01146325,0.013486177,0.004045853,0.009440323,0.014160486,0.005394471,0.009440323,0.013486177,0.01146325,0.028320972,0.03910991,0.0060687796,0.014160486,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.016183412,,0.009440323,0.012137559,0.028320972,0.008091706,0.01685772,0.01146325,0.014160486,0.007417397,0.010114633,0.026972353,0.021577884,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.015509103,0.007417397,0.012137559,0.005394471,10723.0,0.026972353,0.019554956,0.009440323,0.04180715
PV752083.1,0.02225219,0.008091706,0.010114633,0.021577884,0.010788942,0.014834794,0.0026972354,0.026972353,0.014160486,0.01146325,0.01685772,0.039784223,0.44781145,0.02360081,0.037761293,0.014160486,0.01753203,0.005394471,0.013486177,0.007417397,0.019554956,0.01146325,0.014160486,0.004045853,0.008766015,0.014160486,0.005394471,0.010114633,0.0128118675,0.01146325,0.028320972,0.039784223,0.0060687796,0.014834794,0.014834794,0.010114633,0.015509103,0.018880647,0.004045853,0.015509103,,0.009440323,0.013486177,0.027646663,0.008091706,0.01685772,0.01146325,0.014160486,0.007417397,0.010114633,0.026972353,0.02225219,0.02360081,0.012137559,0.0020229265,-1.0,0.026972353,0.009440323,0.0021495327102803,0.0229265,0.014834794,0.007417397,0.012137559,0.005394471,10723.0,0.026972353,0.018880647,0.009440323,0.041132838
PV798798.1,0.014834794,0.008766015,0.005394471,0.01820634,0.010114633,0.020903574,0.0060687796,0.02225219,0.016183412,0.0128118675,0.020229265,0.037086986,0.46060607,0.020903574,0.037086986,0.015509103,0.010788942,0.007417397,0.014834794,0.007417397,0.016183412,0.01146325,0.004045853,0.01146325,0.005394471,0.01820634,0.01146325,0.010114633,0.013486177,0.005394471,0.02899528,0.035738368,0.005394471,0.01753203,0.019554956,0.007417397,0.01753203,0.01753203,0.0047201617,0.014834794,,0.018880647,0.018880647,0.0229265,0.0067430884,0.02360081,0.014160486,0.014160486,0.009440323,0.0060687796,0.02899528,0.020229265,0.020229265,0.01685772,0.0033715442,-1.0,0.030343898,0.0060687796,0.0032710280373831,0.028320972,0.0128118675,0.0067430884,0.015509103,0.005394471,10735.0,0.026972353,0.020903574,0.010788942,0.028320972
PV791001.1,0.021577884,0.008766015,0.010114633,0.020229265,0.01146325,0.014834794,0.0026972354,0.026972353,0.015509103,0.009440323,0.01820634,0.04180715,0.45050505,0.024275118,0.03641268,0.014834794,0.015509103,0.005394471,0.013486177,0.007417397,0.01753203,0.01146325,0.0128118675,0.0060687796,0.007417397,0.015509103,0.0060687796,0.008766015,0.012137559,0.01146325,0.027646663,0.03910991,0.0060687796,0.014834794,0.014834794,0.009440323,0.014160486,0.020229265,0.005394471,0.014834794,,0.009440323,0.0128118675,0.02899528,0.008766015,0.01753203,0.012137559,0.014834794,0.007417397,0.009440323,0.026972353,0.02225219,0.02360081,0.0128118675,0.00067430886,-1.0,0.026972353,0.009440323,0.0023364485981308,0.0229265,0.014834794,0.007417397,0.014160486,0.004045853,10725.0,0.027646663,0.01820634,0.010788942,0.041132838
PV791000.1,0.021577884,0.008766015,0.010114633,0.020229265,0.01146325,0.014834794,0.0026972354,0.026972353,0.015509103,0.009440323,0.01820634,0.04180715,0.45050505,0.024275118,0.03641268,0.014834794,0.015509103,0.005394471,0.013486177,0.007417397,0.01753203,0.01146325,0.0128118675,0.0060687796,0.007417397,0.015509103,0.0060687796,0.008766015,0.012137559,0.01146325,0.027646663,0.03910991,0.0060687796,0.014834794,0.014834794,0.009440323,0.014160486,0.020229265,0.005394471,0.014834794,,0.009440323,0.0128118675,0.02899528,0.008766015,0.01753203,0.012137559,0.014834794,0.007417397,0.009440323,0.026972353,0.02225219,0.02360081,0.0128118675,0.00067430886,-1.0,0.026972353,0.009440323,0.0023364485981308,0.0229265,0.014834794,0.007417397,0.014160486,0.004045853,10725.0,0.027646663,0.01820634,0.010788942,0.041132838
PV790969.1,0.021577884,0.008766015,0.010114633,0.020229265,0.01146325,0.014834794,0.0026972354,0.026972353,0.015509103,0.009440323,0.01820634,0.04180715,0.45050505,0.024275118,0.03641268,0.014834794,0.015509103,0.005394471,0.013486177,0.007417397,0.01753203,0.01146325,0.0128118675,0.0060687796,0.007417397,0.015509103,0.0060687796,0.008766015,0.012137559,0.01146325,0.027646663,0.03910991,0.0060687796,0.014834794,0.014834794,0.009440323,0.014160486,0.020229265,0.005394471,0.014834794,,0.009440323,0.0128118675,0.02899528,0.008766015,0.01753203,0.012137559,0.014834794,0.007417397,0.009440323,0.026972353,0.02225219,0.02360081,0.0128118675,0.00067430886,-1.0,0.026972353,0.009440323,0.0023364485981308,0.0229265,0.014834794,0.007417397,0.014160486,0.004045853,10725.0,0.027646663,0.01820634,0.010788942,0.041132838
PV790966.1,0.021577884,0.008766015,0.010114633,0.020229265,0.01146325,0.014834794,0.0026972354,0.026972353,0.015509103,0.009440323,0.01820634,0.04180715,0.45117846,0.024275118,0.03641268,0.014834794,0.015509103,0.005394471,0.013486177,0.007417397,0.01753203,0.01146325,0.0128118675,0.0060687796,0.007417397,0.015509103,0.0060687796,0.008766015,0.012137559,0.01146325,0.027646663,0.03910991,0.0067430884,0.014834794,0.014834794,0.009440323,0.014160486,0.020229265,0.005394471,0.014834794,,0.009440323,0.0128118675,0.02899528,0.008766015,0.01753203,0.0128118675,0.014834794,0.007417397,0.009440323,0.026298044,0.02225219,0.02360081,0.012137559,0.00067430886,-1.0,0.026972353,0.009440323,0.0023364485981308,0.0229265,0.014834794,0.007417397,0.014160486,0.0047201617,10725.0,0.027646663,0.01753203,0.010788942,0.041132838
PV789662.1,0.021577884,0.008766015,0.010114633,0.020229265,0.01146325,0.014834794,0.0026972354,0.026972353,0.015509103,0.009440323,0.01820634,0.04180715,0.45050505,0.024275118,0.03641268,0.014834794,0.015509103,0.005394471,0.013486177,0.007417397,0.01753203,0.01146325,0.0128118675,0.0060687796,0.007417397,0.015509103,0.0060687796,0.008766015,0.012137559,0.01146325,0.027646663,0.03910991,0.0060687796,0.014834794,0.014834794,0.009440323,0.014160486,0.020229265,0.005394471,0.014834794,,0.009440323,0.0128118675,0.02899528,0.008766015,0.01753203,0.012137559,0.014834794,0.007417397,0.009440323,0.026972353,0.02225219,0.02360081,0.0128118675,0.00067430886,-1.0,0.026972353,0.009440323,0.0023364485981308,0.0229265,0.014834794,0.007417397,0.014160486,0.004045853,10725.0,0.027646663,0.01820634,0.010788942,0.041132838
PV789655.1,0.021577884,0.008766015,0.010114633,0.020229265,0.01146325,0.015509103,0.0026972354,0.026972353,0.015509103,0.009440323,0.01820634,0.04180715,0.44983166,0.024275118,0.03641268,0.014834794,0.015509103,0.005394471,0.013486177,0.007417397,0.01753203,0.01146325,0.0128118675,0.0060687796,0.007417397,0.015509103,0.0060687796,0.008766015,0.01146325,0.01146325,0.027646663,0.039784223,0.0060687796,0.014160486,0.014834794,0.009440323,0.014160486,0.020229265,0.005394471,0.014834794,,0.009440323,0.0128118675,0.02899528,0.008766015,0.01753203,0.012137559,0.014834794,0.007417397,0.009440323,0.026972353,0.02225219,0.02360081,0.0128118675,0.00067430886,-1.0,0.026298044,0.009440323,0.0023364485981308,0.02360081,0.014834794,0.007417397,0.014160486,0.004045853,10725.0,0.027646663,0.01820634,0.010788942,0.041132838
PV789653.1,0.015509103,0.009440323,0.0060687796,0.018880647,0.01146325,0.021577884,0.005394471,0.0229265,0.015509103,0.01146325,0.021577884,0.037086986,0.45723906,0.021577884,0.03641268,0.014834794,0.01146325,0.007417397,0.014834794,0.008766015,0.01753203,0.01146325,0.0047201617,0.009440323,0.0060687796,0.01820634,0.010788942,0.010114633,0.013486177,0.0060687796,0.027646663,0.037086986,0.0060687796,0.016183412,0.020229265,0.007417397,0.016183412,0.01685772,0.0047201617,0.014160486,,0.01820634,0.018880647,0.02360081,0.0060687796,0.024949428,0.010788942,0.014834794,0.010788942,0.0060687796,0.02899528,0.01753203,0.01753203,0.018880647,0.0033715442,-1.0,0.029669588,0.005394471,0.0031775700934579,0.028320972,0.0128118675,0.005394471,0.015509103,0.005394471,10734.0,0.026298044,0.02225219,0.0128118675,0.02899528
PV789651.1,0.014160486,0.009440323,0.009440323,0.02225219,0.010114633,0.009440323,0.0026972354,0.02899528,0.01753203,0.010114633,0.014834794,0.037761293,0.45656565,0.020229265,0.030343898,0.02360081,0.010788942,0.005394471,0.013486177,0.010114633,0.01753203,0.010114633,0.012137559,0.007417397,0.01146325,0.009440323,0.009440323,0.01820634,0.0128118675,0.010114633,0.027646663,0.0229265,0.007417397,0.012137559,0.019554956,0.012137559,0.01820634,0.024275118,0.004045853,0.014160486,,0.014160486,0.024275118,0.026298044,0.008091706,0.012137559,0.012137559,0.020229265,0.010788942,0.010114633,0.032366823,0.020229265,0.01685772,0.01820634,0.0026972354,-1.0,0.027646663,0.010114633,0.0035514018691588,0.02360081,0.015509103,0.007417397,0.014160486,0.0067430884,10662.0,0.02360081,0.020903574,0.010114633,0.029669588
PV474419.1,0.020229265,0.014160486,0.005394471,0.019554956,0.009440323,0.014160486,0.005394471,0.02360081,0.009440323,0.014834794,0.019554956,0.03910991,0.47340068,0.020903574,0.032366823,0.013486177,0.026972353,0.005394471,0.01146325,0.013486177,0.014160486,0.0060687796,0.010114633,0.0026972354,0.010114633,0.013486177,0.008091706,0.01685772,0.013486177,0.007417397,0.02225219,0.026972353,0.0067430884,0.01753203,0.019554956,0.010788942,0.016183412,0.0229265,0.0026972354,0.008766015,,0.01753203,0.021577884,0.027646663,0.010114633,0.01820634,0.009440323,0.014160486,0.010114633,0.0067430884,0.031018207,0.019554956,0.02225219,0.015509103,0.004045853,-1.0,0.02899528,0.008766015,0.0006542056074766,0.020229265,0.015509103,0.0060687796,0.01753203,0.0026972354,10707.0,0.026972353,0.02360081,0.01146325,0.03438975
PV474418.1,0.020229265,0.014160486,0.005394471,0.019554956,0.010114633,0.014160486,0.005394471,0.02360081,0.008766015,0.014834794,0.019554956,0.038435604,0.47340068,0.020229265,0.032366823,0.013486177,0.026972353,0.005394471,0.01146325,0.013486177,0.014160486,0.0060687796,0.010114633,0.0026972354,0.010114633,0.013486177,0.008091706,0.016183412,0.014160486,0.007417397,0.0229265,0.026972353,0.0067430884,0.01753203,0.019554956,0.010788942,0.016183412,0.0229265,0.0026972354,0.008766015,,0.01753203,0.021577884,0.026972353,0.010114633,0.01820634,0.009440323,0.014160486,0.010114633,0.0060687796,0.031018207,0.019554956,0.02225219,0.015509103,0.004045853,-1.0,0.029669588,0.008766015,0.0006542056074766,0.020229265,0.015509103,0.0060687796,0.01753203,0.0026972354,10707.0,0.027646663,0.02360081,0.012137559,0.03438975
PV474417.1,0.020229265,0.014160486,0.005394471,0.019554956,0.010114633,0.014160486,0.005394471,0.02360081,0.008766015,0.014834794,0.019554956,0.038435604,0.47340068,0.020229265,0.032366823,0.013486177,0.026972353,0.005394471,0.01146325,0.013486177,0.014160486,0.0060687796,0.010114633,0.0026972354,0.010114633,0.013486177,0.008091706,0.016183412,0.014160486,0.007417397,0.0229265,0.026972353,0.0067430884,0.01753203,0.019554956,0.010788942,0.016183412,0.0229265,0.0026972354,0.008766015,,0.01753203,0.021577884,0.026972353,0.010114633,0.01820634,0.009440323,0.014160486,0.010114633,0.0060687796,0.031018207,0.019554956,0.02225219,0.015509103,0.004045853,-1.0,0.029669588,0.008766015,0.0006542056074766,0.020229265,0.015509103,0.0060687796,0.01753203,0.0026972354,10707.0,0.027646663,0.02360081,0.012137559,0.03438975
PV474414.1,0.020229265,0.014160486,0.005394471,0.019554956,0.010114633,0.014160486,0.005394471,0.02360081,0.008766015,0.014834794,0.019554956,0.038435604,0.47340068,0.020229265,0.032366823,0.013486177,0.026972353,0.005394471,0.01146325,0.013486177,0.014160486,0.0060687796,0.010114633,0.0026972354,0.010114633,0.013486177,0.008091706,0.016183412,0.014160486,0.007417397,0.0229265,0.026972353,0.0067430884,0.01753203,0.019554956,0.010788942,0.016183412,0.0229265,0.0026972354,0.008766015,,0.01753203,0.021577884,0.026972353,0.010114633,0.01820634,0.009440323,0.014160486,0.010114633,0.0060687796,0.031018207,0.019554956,0.02225219,0.015509103,0.004045853,-1.0,0.029669588,0.008766015,0.0006542056074766,0.020229265,0.015509103,0.0060687796,0.01753203,0.0026972354,10707.0,0.027646663,0.02360081,0.012137559,0.03438975
PV474413.1,0.020229265,0.014160486,0.005394471,0.019554956,0.010114633,0.014160486,0.005394471,0.02360081,0.008766015,0.014834794,0.019554956,0.038435604,0.47407407,0.020229265,0.032366823,0.013486177,0.026972353,0.005394471,0.01146325,0.013486177,0.014160486,0.0060687796,0.010114633,0.0026972354,0.010114633,0.013486177,0.008766015,0.016183412,0.014160486,0.007417397,0.0229265,0.026972353,0.0067430884,0.01753203,0.019554956,0.010788942,0.016183412,0.0229265,0.0026972354,0.008766015,,0.01685772,0.021577884,0.026972353,0.010788942,0.01820634,0.009440323,0.014160486,0.010114633,0.0060687796,0.031018207,0.019554956,0.021577884,0.015509103,0.0047201617,-1.0,0.029669588,0.008766015,0.0006542056074766,0.020229265,0.015509103,0.0060687796,0.01753203,0.0026972354,10707.0,0.027646663,0.02360081,0.012137559,0.03371544
PV344375.1,0.020903574,0.008091706,0.010788942,0.0229265,0.01146325,0.009440323,0.004045853,0.026298044,0.015509103,0.009440323,0.015509103,0.035738368,0.45925927,0.018880647,0.031692516,0.019554956,0.01685772,0.0067430884,0.014834794,0.009440323,0.01820634,0.010114633,0.01146325,0.005394471,0.008766015,0.010114633,0.008091706,0.015509103,0.013486177,0.0067430884,0.029669588,0.024949428,0.0060687796,0.01146325,0.020229265,0.0128118675,0.01820634,0.024275118,0.0047201617,0.014160486,,0.013486177,0.024275118,0.0229265,0.0067430884,0.01685772,0.01146325,0.019554956,0.008091706,0.005394471,0.03371544,0.019554956,0.016183412,0.01820634,0.0033715442,-1.0,0.026298044,0.010788942,0.0044859813084112,0.020903574,0.01753203,0.008091706,0.014160486,0.0047201617,10652.0,0.027646663,0.025623735,0.009440323,0.032366823
PV344355.1,0.01146325,0.008766015,0.010788942,0.02360081,0.01146325,0.010114633,0.004045853,0.027646663,0.018880647,0.010788942,0.015509103,0.037086986,0.46868688,0.018880647,0.030343898,0.02225219,0.014834794,0.0060687796,0.0128118675,0.009440323,0.01820634,0.010114633,0.010788942,0.0067430884,0.008766015,0.008766015,0.010114633,0.018880647,0.0128118675,0.008091706,0.026972353,0.021577884,0.010114633,0.01146325,0.021577884,0.012137559,0.020229265,0.025623735,0.0047201617,0.0128118675,,0.014834794,0.026298044,0.025623735,0.008091706,0.013486177,0.012137559,0.020229265,0.009440323,0.008091706,0.031692516,0.01820634,0.01753203,0.01685772,0.0020229265,-1.0,0.026972353,0.010114633,0.0045794392523364,0.02360081,0.014834794,0.007417397,0.015509103,0.0060687796,10651.0,0.02225219,0.024275118,0.010114633,0.02899528
PV344354.1,0.012137559,0.008766015,0.010788942,0.02360081,0.01146325,0.010114633,0.004045853,0.027646663,0.01820634,0.010788942,0.015509103,0.037761293,0.47070706,0.019554956,0.030343898,0.02225219,0.014834794,0.0060687796,0.012137559,0.010114633,0.01820634,0.010114633,0.010788942,0.0067430884,0.008091706,0.009440323,0.010114633,0.019554956,0.0128118675,0.007417397,0.026298044,0.02225219,0.010114633,0.01146325,0.021577884,0.01146325,0.020229265,0.025623735,0.0047201617,0.010788942,,0.014834794,0.026972353,0.025623735,0.008091706,0.013486177,0.012137559,0.018880647,0.009440323,0.008091706,0.033041134,0.01820634,0.01753203,0.01685772,0.0020229265,-1.0,0.026298044,0.009440323,0.0045794392523364,0.02360081,0.015509103,0.008766015,0.015509103,0.0060687796,10651.0,0.02225219,0.024275118,0.009440323,0.029669588
PV344274.1,0.016183412,0.009440323,0.0067430884,0.018880647,0.010788942,0.021577884,0.005394471,0.0229265,0.015509103,0.012137559,0.020229265,0.037761293,0.45723906,0.021577884,0.03641268,0.014834794,0.010114633,0.008091706,0.014834794,0.009440323,0.01753203,0.01146325,0.004045853,0.010114633,0.0067430884,0.01685772,0.010788942,0.010114633,0.013486177,0.005394471,0.027646663,0.037086986,0.007417397,0.01685772,0.020229265,0.008091706,0.016183412,0.01753203,0.005394471,0.014160486,,0.01820634,0.018880647,0.02360081,0.0060687796,0.024949428,0.012137559,0.014834794,0.01146325,0.0067430884,0.027646663,0.01820634,0.01820634,0.01820634,0.0026972354,-1.0,0.029669588,0.0047201617,0.0032710280373831,0.026972353,0.0128118675,0.005394471,0.014834794,0.0060687796,10735.0,0.024949428,0.021577884,0.012137559,0.02899528
PV344273.1,0.016183412,0.009440323,0.0060687796,0.01820634,0.010114633,0.0229265,0.005394471,0.0229265,0.016183412,0.0128118675,0.020229265,0.037086986,0.45454547,0.019554956,0.03641268,0.014834794,0.010114633,0.007417397,0.015509103,0.009440323,0.01685772,0.010788942,0.0047201617,0.010114633,0.0060687796,0.01753203,0.010788942,0.010114633,0.012137559,0.0060687796,0.02899528,0.037086986,0.005394471,0.016183412,0.020229265,0.007417397,0.01685772,0.01753203,0.0047201617,0.014834794,,0.01820634,0.018880647,0.02225219,0.0067430884,0.025623735,0.012137559,0.014834794,0.010114633,0.0060687796,0.029669588,0.01753203,0.01820634,0.01753203,0.0033715442,-1.0,0.030343898,0.0060687796,0.0032710280373831,0.027646663,0.012137559,0.005394471,0.014834794,0.005394471,10735.0,0.027646663,0.02225219,0.0128118675,0.02899528
PV344271.1,0.01685772,0.009440323,0.0060687796,0.01820634,0.010114633,0.02225219,0.005394471,0.0229265,0.016183412,0.013486177,0.019554956,0.038435604,0.45521885,0.020229265,0.03641268,0.014160486,0.008766015,0.008091706,0.015509103,0.010114633,0.01685772,0.010114633,0.0047201617,0.009440323,0.0060687796,0.01753203,0.010788942,0.009440323,0.013486177,0.0060687796,0.028320972,0.037086986,0.005394471,0.016183412,0.020229265,0.007417397,0.01685772,0.01820634,0.0047201617,0.014834794,,0.01820634,0.018880647,0.0229265,0.0067430884,0.026298044,0.012137559,0.015509103,0.010114633,0.0067430884,0.029669588,0.01685772,0.01753203,0.01685772,0.004045853,-1.0,0.029669588,0.0060687796,0.0033644859813084,0.026972353,0.01146325,0.005394471,0.014834794,0.005394471,10736.0,0.026972353,0.02225219,0.0128118675,0.029669588
